ticker,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
USEQ,Invesco Russell 1000 Enhanced Equal Weight ETF,Equity,"$15,119,480.00 ",-0.01%,"3,644",$30.24 ,-0.30%,No,No,-0.15%,2.06%,29.80%,N/A,N/A,$0.00 ,$0.00 ,"($14,080.00)","($45,233,477.00)","$14,983,586.50 ","$14,983,586.50 ",All Cap Equities,7/13/2017,0.29%,N/A,$0.82 ,12/23/2019,$0.23 ,2.71%,16.66,1.05,691,2.14%,39%,20%,1099,$29.34 ,$30.61 ,$30.24 ,$30.24 ,64.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.82,15.02%,34.82%,236.44,7.00%,4.86%
NULC,Nuveen ESG Large-Cap ETF,Equity,"$14,850,000.00 ",0.17%,"4,020",$29.71 ,-0.57%,No,No,-0.24%,2.90%,N/A,N/A,N/A,$0.00 ,"$2,959,460.00 ","$2,959,460.00 ","$8,392,780.00 ","$8,392,780.00 ","$8,392,780.00 ",Large Cap Growth Equities,6/3/2019,0.20%,N/A,$0.23 ,12/27/2019,$0.23 ,0.77%,22.46,1.01,154,23.47%,39%,20%,1099,$28.60 ,$30.11 ,$29.71 ,$29.71 ,66.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.96,96.62%,85.31%,80.05,1.99%,7.90%
TRND,Pacer Trendpilot Fund of Funds ETF,Equity,"$14,824,260.00 ",0.12%,"6,620",$26.97 ,-0.88%,No,No,-0.18%,2.81%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$11,298,525.00 ","$11,298,525.00 ","$11,298,525.00 ",Large Cap Blend Equities,5/3/2019,0.78%,N/A,$0.25 ,12/27/2019,$0.25 ,0.93%,18.89,1.14,5,100.00%,35%,15%,1099,$25.95 ,$27.41 ,$26.95 ,$27.02 ,64.43,A-,A-,C,A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLKR,Franklin FTSE South Korea ETF,Equity,"$14,817,497.00 ",-2.33%,"3,697",$21.17 ,-1.31%,No,No,-2.36%,6.71%,9.17%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($3,739,302.00)","$18,447,600.00 ","$18,447,600.00 ",Asia Pacific Equities,11/2/2017,0.09%,N/A,$0.45 ,12/11/2019,$0.40 ,2.13%,12.92,0.91,138,46.90%,39%,20%,1099,$19.50 ,$22.33 ,$21.12 ,$21.22 ,56.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.7,6.61%,14.62%,173.75,6.64%,3.94%
FXS,Invesco CurrencyShares® Swedish Krona Trust ,Currency,"$14,705,508.00 ",-0.41%,887,$97.89 ,-0.40%,No,No,-0.74%,0.82%,-5.87%,-7.95%,-22.15%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$54,404,473.50 ","$54,404,473.50 ",Currency,6/26/2006,0.40%,Charles Schwab,$0.00 ,7/1/2014,$0.01 ,0.00%,0,0.07,1,100.00%,35%,35%,1099,$96.82 ,$98.86 ,$97.89 ,$97.89 ,57.29,B+,C+,A-,A,B,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMN,IQ Hedge Market Neutral Tracker ETF,Alternatives,"$14,691,413.00 ",0.10%,"1,380",$26.73 ,-0.15%,No,No,0.08%,0.77%,7.74%,8.13%,8.84%,$0.00 ,$0.00 ,$0.00 ,"($1,319,403.50)","$1,229,222.50 ","($2,579,783.50)",Long-Short,10/4/2012,0.67%,Charles Schwab,$0.44 ,12/30/2019,$0.44 ,1.63%,14.73,0.11,34,73.42%,35%,15%,1099,$26.47 ,$26.80 ,$26.72 ,$26.75 ,68.57,B+,B+,B-,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRV,Direxion Daily Real Estate Bear 3x Shares,Real Estate,"$14,579,576.00 ",1.71%,"20,237",$26.51 ,-2.43%,Yes,3x,-0.36%,-1.32%,-53.35%,-57.22%,-78.28%,$0.00 ,$0.00 ,$0.00 ,"$6,037,896.94 ","$14,893,930.94 ","$26,937,828.70 ",Leveraged Real Estate,7/16/2009,1.10%,N/A,$0.31 ,12/23/2019,$0.03 ,1.14%,0,-1.45,181,36.69%,35%,15%,1099,$25.75 ,$29.21 ,$25.98 ,$27.31 ,46.07,B-,A-,B,B-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VAMO,Cambria Value and Momentum ETF,Alternatives,"$14,496,262.00 ",-0.16%,"2,398",$20.61 ,-0.39%,No,No,-0.08%,-0.08%,-4.24%,-12.44%,N/A,$0.00 ,$0.00 ,$0.00 ,"($8,309,863.00)","$15,187,894.00 ","$18,650,908.00 ",Small Cap Blend Equities,9/1/2015,0.64%,Interactive Brokers,$0.34 ,12/27/2016,$0.03 ,1.39%,14,0.43,100,19.15%,39%,20%,1099,$20.47 ,$20.86 ,$20.58 ,$20.62 ,52.2,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RWLS,Direxion Russell Large Over Small Cap ETF,Equity,"$14,447,377.00 ",0.73%,"1,731",$64.27 ,-0.63%,No,No,0.28%,3.62%,N/A,N/A,N/A,"($1,617,868.00)","($1,617,868.00)","($1,617,868.00)","($3,088,761.50)","($3,088,761.50)","($3,088,761.50)",Large Cap Growth Equities,1/16/2019,0.46%,N/A,$0.85 ,12/23/2019,$0.42 ,1.31%,21.83,1.11,2,100.00%,39%,20%,1099,$61.24 ,$64.85 ,$64.27 ,$64.27 ,67.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RWDE,Direxion MSCI Developed Over Emerging Markets ETF,Equity,"$14,429,415.00 ",-0.31%,"1,188",$57.72 ,-0.82%,No,No,-0.61%,0.08%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($1,446,927.75)","($1,446,927.75)","($1,446,927.75)",Foreign Large Cap Equities,1/16/2019,0.52%,N/A,$1.65 ,12/23/2019,$0.71 ,2.84%,17,1.27,2,100.00%,39%,20%,1099,$57.14 ,$58.46 ,$57.72 ,$57.72 ,54.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,Equity,"$14,405,036.00 ",-5.42%,"42,717",$23.90 ,-4.40%,No,3x,-6.05%,30.37%,15.03%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$6,907,304.00 ","$10,250,613.12 ","$8,796,348.62 ",Leveraged Equities,11/15/2017,0.99%,N/A,$0.19 ,9/24/2019,$0.01 ,0.77%,23.83,3.34,41,42.17%,39%,20%,1099,$16.55 ,$28.46 ,$23.54 ,$24.45 ,63.24,N/A,C,B+,N/A,N/A,N/A,N/A,4.59,39.78%,27.99%,31.92,0.00%,8.87%
WCLD,WisdomTree Cloud Computing Fund,Equity,"$14,344,476.00 ",2.23%,"10,228",$26.12 ,0.04%,No,No,1.39%,1.93%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$1,267,961.50 ","$10,946,373.50 ","$10,946,373.50 ","$10,946,373.50 ",Technology Equities,9/6/2019,0.45%,N/A,$0.00 ,N/A,N/A,0.00%,0,2.05,49,25.88%,39%,20%,1099,$25.01 ,$26.14 ,$25.87 ,$26.27 ,58.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.57,54.94%,51.51%,15.34,0.00%,4.12%
DRR,Market Vectors Double Short Euro ETN,Currency,"$14,314,851.00 ",-2.10%,990,$64.00 ,-2.11%,Yes,2x,-2.10%,-8.57%,10.66%,-1.54%,26.31%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($20,752,544.22)","($42,044,044.22)",Leveraged Currency,5/7/2008,0.65%,N/A,$0.00 ,N/A,N/A,0.00%,0,-0.18,1,100.00%,35%,35%,1099,$60.97 ,$70.95 ,$64.00 ,$64.00 ,45.52,A-,B-,A,B-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLAU,Franklin FTSE Australia ETF,Equity,"$14,259,106.00 ",-0.19%,"2,930",$25.99 ,-0.76%,No,No,-1.16%,1.93%,24.49%,N/A,N/A,$0.00 ,$0.00 ,"$1,304,008.00 ","$3,918,774.50 ","$11,018,326.00 ","$11,018,326.00 ",Asia Pacific Equities,11/2/2017,0.09%,N/A,$1.14 ,12/11/2019,$0.45 ,4.39%,18.47,0.69,104,49.69%,39%,20%,1099,$25.27 ,$26.53 ,$25.95 ,$26.07 ,54.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.14,96.00%,87.75%,237.7,12.18%,6.92%
GARD,Reality Shares DIVCON Dividend Guard ETF,Alternatives,"$14,158,159.00 ",0.51%,"11,070",$26.96 ,-0.37%,No,No,0.19%,3.10%,15.56%,29.33%,N/A,$0.00 ,$0.00 ,"($671,229.75)","($99,997.50)","$10,157,238.25 ","$10,691,588.62 ",Large Cap Growth Equities,1/14/2016,1.29%,N/A,$0.25 ,12/26/2019,$0.11 ,0.92%,20.06,0.53,56,19.11%,39%,20%,1099,$25.91 ,$27.23 ,N/A,N/A,68.24,N/A,N/A,B+,N/A,N/A,N/A,N/A,6.26,85.71%,71.20%,103.7,1.44%,4.09%
IDHD,Invesco S&P International Developed High Dividend Low Volatility ETF,Equity,"$14,145,508.00 ",0.37%,"3,198",$28.30 ,0.32%,No,No,0.41%,1.69%,17.23%,28.92%,N/A,$0.00 ,$0.00 ,$0.00 ,"$5,518,418.50 ","$10,914,084.00 ","$10,914,084.00 ",Volatility Hedged Equity,12/1/2016,0.30%,N/A,$1.95 ,12/23/2019,$0.70 ,6.86%,15.72,0.5,101,13.40%,20%,39%,1099,$27.65 ,$28.45 ,$28.19 ,$28.44 ,61.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.4,98.60%,90.88%,313.91,9.00%,11.39%
IEDI,iShares Evolved U.S. Discretionary Spending ETF,Equity,"$14,081,553.00 ",0.13%,"5,031",$31.33 ,-0.51%,No,No,-0.18%,2.80%,32.09%,N/A,N/A,$0.00 ,$0.00 ,"$3,114,050.00 ","$7,634,725.50 ","$8,835,113.00 ","$8,835,113.00 ",Consumer Discretionary Equities,3/21/2018,0.18%,N/A,$0.49 ,12/16/2019,$0.24 ,1.57%,27.39,0.92,224,51.75%,39%,20%,1099,$30.23 ,$31.68 ,$31.23 ,$31.41 ,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.87,70.83%,60.23%,38.63,13.66%,2.83%
PSCM,Invesco S&P SmallCap Materials ETF,Equity,"$14,059,935.00 ",-1.97%,961,$46.87 ,-1.99%,No,No,-0.87%,1.31%,20.24%,1.05%,15.67%,$0.00 ,$0.00 ,$0.00 ,"($6,780,346.50)","($87,183,587.00)","($10,749,896.00)",Materials,4/7/2010,0.29%,N/A,$0.70 ,12/23/2019,$0.24 ,1.48%,14.89,1.7,38,53.92%,35%,15%,1099,$45.35 ,$48.50 ,$46.70 ,$46.96 ,53.44,B-,C+,A-,A+,B,C,B,2.86,7.25%,6.20%,450.39,3.46%,1.26%
CNRG,SPDR S&P Kensho Clean Power ETF,Equity,"$13,903,557.00 ",-1.33%,"4,588",$45.58 ,-0.11%,No,No,4.69%,13.68%,61.77%,N/A,N/A,"$919,186.40 ","$919,186.40 ","$2,144,738.70 ","$6,406,255.60 ","$6,406,255.60 ","$6,406,255.60 ",Alternative Energy Equities,10/22/2018,0.45%,N/A,$0.64 ,12/23/2019,$0.17 ,1.40%,18.84,1.07,44,34.65%,39%,20%,1099,$38.44 ,$46.22 ,$45.08 ,$45.90 ,78.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.36,46.47%,46.43%,762.63,8.88%,37.42%
RGLB,Invesco Global Revenue ETF,Equity,"$13,835,747.00 ",-0.10%,330,$27.56 ,-1.11%,No,No,-0.22%,2.41%,20.66%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,641.00 ","($15,277.00)","($15,277.00)",Large Cap Value Equities,7/11/2017,0.43%,N/A,$0.85 ,12/23/2019,$0.19 ,3.06%,12.07,0.92,956,9.35%,39%,20%,1099,$26.71 ,$27.99 ,$27.56 ,$27.56 ,60.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.07,11.13%,40.17%,233.03,9.58%,3.56%
FIVA,Fidelity International Value Factor ETF,Equity,"$13,772,077.00 ",-0.25%,"4,550",$22.86 ,-1.12%,No,No,-0.44%,2.20%,19.68%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,915,309.00 ","$4,915,309.00 ",Foreign Large Cap Equities,1/16/2018,0.39%,N/A,$0.83 ,12/20/2019,$0.08 ,3.59%,11.56,0.78,104,16.55%,39%,20%,1099,$22.16 ,$23.30 ,$22.78 ,$23.03 ,60.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.81,47.57%,82.93%,179.66,11.32%,5.66%
RWIU,Direxion FTSE Russell International Over US ETF,Equity,"$13,665,026.00 ",-0.28%,"1,389",$54.61 ,-1.55%,No,No,-0.48%,3.36%,N/A,N/A,N/A,$0.00 ,$0.00 ,"($1,335,242.25)","($1,410,602.50)","($1,410,602.50)","($1,410,602.50)",Foreign Large Cap Equities,1/16/2019,0.55%,N/A,$1.27 ,12/23/2019,$0.56 ,2.29%,15.62,1.35,2,100.00%,39%,20%,1099,$52.42 ,$55.79 ,$54.61 ,$54.61 ,60.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EEV,UltraShort MSCI Emerging Markets,Equity,"$13,663,443.00 ",-0.59%,"14,222",$35.13 ,3.66%,Yes,2x,0.37%,-12.23%,-33.25%,-56.54%,-64.75%,$0.00 ,$0.00 ,$0.00 ,"($5,335,945.75)","($7,741,213.74)","$10,548,285.86 ",Leveraged Equities,11/1/2007,0.95%,N/A,$0.60 ,12/24/2019,$0.09 ,1.76%,0,-1.71,1213,24.74%,35%,15%,1099,$32.92 ,$40.86 ,$34.85 ,$35.27 ,35,B,B+,B,A,B+,N/A,N/A,6.7,75.47%,81.14%,0,0.00%,0.00%
EUMF,WisdomTree Dynamic Currency Hedged Europe Equity Fund,Equity,"$13,613,456.00 ",-0.05%,741,$30.13 ,-0.92%,No,No,-0.57%,2.55%,21.85%,27.02%,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Europe Equities,1/7/2016,0.43%,N/A,$0.80 ,12/23/2019,$0.14 ,2.63%,14.98,0.64,199,10.87%,39%,20%,1099,$29.08 ,$30.62 ,$30.12 ,$30.16 ,62.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.55,36.44%,92.52%,138.49,6.46%,5.99%
LDRS,Innovator IBD ETF Leaders ETF,Multi-Asset,"$13,543,305.00 ",0.27%,"3,259",$22.59 ,-0.31%,No,No,-0.89%,2.04%,8.22%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($11,823,765.00)","$10,630,295.56 ","$10,630,295.56 ",Diversified Portfolio,12/21/2017,1.08%,N/A,$0.28 ,12/30/2019,$0.13 ,1.25%,14.62,0.74,18,86.12%,39%,20%,1099,$21.94 ,$22.98 ,$22.28 ,$22.79 ,58.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RWDC,Direxion MSCI Defensives Over Cyclicals ETF,Equity,"$13,455,808.00 ",-1.02%,"1,164",$53.85 ,-0.30%,No,No,-1.21%,1.43%,N/A,N/A,N/A,$0.00 ,$0.00 ,"($1,331,328.50)","($1,331,328.50)","($1,331,328.50)","($1,331,328.50)",Large Cap Blend Equities,1/16/2019,0.45%,N/A,$1.10 ,12/23/2019,$0.30 ,2.03%,23.07,1.11,172,32.90%,39%,20%,1099,$52.61 ,$55.04 ,$53.85 ,$53.85 ,60.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.07,80.95%,66.51%,433.69,10.79%,10.67%
PXJ,Invesco Dynamic Oil & Gas Services ETF,Equity,"$13,336,508.00 ",1.43%,"22,797",$5.67 ,1.80%,No,No,2.83%,14.17%,-4.41%,-53.66%,-65.11%,$0.00 ,$0.00 ,"$278,585.00 ","($1,658,898.50)","($14,566,709.00)","($10,336,269.00)",Energy Equities,10/26/2005,0.63%,N/A,$0.05 ,12/23/2019,$0.02 ,0.88%,-41.31,1.77,31,47.23%,35%,15%,1099,$4.80 ,$5.83 ,$5.61 ,$5.73 ,69.2,C+,B-,C+,A,B,C+,C+,3.84,12.35%,16.26%,169.63,0.00%,0.12%
GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,Bond,"$13,206,627.00 ",11.39%,690,$51.26 ,0.12%,No,No,0.95%,3.70%,6.19%,8.52%,3.63%,$0.00 ,$0.00 ,$0.00 ,"$7,796,431.00 ","$6,570,252.00 ","$6,570,252.00 ",Inflation-Protected Bonds,10/2/2018,0.12%,N/A,N/A,8/3/2015,$0.01 ,0.02%,0,0.31,14,95.11%,35%,15%,1099,$48.96 ,$51.27 ,$51.22 ,$51.29 ,71.8,B,C,B-,B+,C+,A,A,6.7,96.00%,81.14%,0,0.00%,0.00%
GDAT,Goldman Sachs Motif Data-Driven World ETF,Equity,"$13,136,937.00 ",1.09%,"1,005",$58.42 ,-0.68%,No,No,0.59%,5.16%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$1,385,223.25 ","$6,630,288.50 ","$6,630,288.50 ","$6,630,288.50 ",Technology Equities,3/1/2019,0.50%,N/A,$0.27 ,12/24/2019,$0.09 ,0.45%,21.06,1.37,121,25.45%,39%,20%,1099,$54.94 ,$59.19 ,N/A,N/A,68.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.29,44.48%,44.85%,44.33,4.15%,5.14%
OILK,ProShares K-1 Free Crude Oil Strategy ETF,Commodity,"$13,119,838.00 ",3.00%,"18,672",$22.80 ,3.03%,No,No,2.11%,6.88%,30.71%,9.97%,N/A,$0.00 ,$0.00 ,$0.00 ,"($17,928,396.50)","$13,262,513.50 ","$14,371,513.50 ",Oil & Gas,9/26/2016,0.65%,N/A,$0.31 ,12/24/2019,$0.03 ,1.39%,0,1.36,1,100.00%,20%,39%,1099,$20.99 ,$22.72 ,$22.60 ,$22.99 ,67.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EWEM,Invesco MSCI Emerging Markets Equal Country Weight ETF,Equity,"$13,002,640.00 ",0.07%,445,$32.15 ,-1.29%,No,No,-0.07%,4.40%,11.83%,24.50%,13.72%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$37,731.00 ","$37,731.00 ",Emerging Markets Equities,12/3/2010,0.70%,Charles Schwab,$1.08 ,12/23/2019,$0.27 ,3.31%,12.71,0.75,1006,21.47%,35%,15%,1099,$30.53 ,$32.76 ,$32.13 ,$32.16 ,62.86,B+,C+,C+,B,A-,B-,A-,4.58,56.52%,27.82%,401.11,4.37%,3.28%
ZGBR,SPDR Solactive United Kingdom ETF,Equity,"$12,990,812.00 ",-0.71%,"2,055",$51.91 ,-0.90%,No,No,-0.52%,4.49%,22.49%,27.71%,17.32%,$0.00 ,$0.00 ,$0.00 ,"$2,346,916.75 ","$2,346,916.75 ","$2,346,916.75 ",Europe Equities,6/11/2014,0.14%,N/A,$2.36 ,12/20/2019,$1.11 ,4.52%,13.74,0.85,104,44.29%,N/A,N/A,N/A,$49.14 ,$53.32 ,$51.88 ,$51.98 ,61.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.68,92.22%,99.03%,110.52,15.29%,2.32%
REFA,Invesco International Revenue ETF,Equity,"$12,950,945.00 ",-0.14%,512,$25.72 ,-1.23%,No,No,-0.52%,1.04%,16.92%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($1,877.00)","$13,478.00 ","$13,478.00 ",Foreign Large Cap Equities,7/11/2017,0.42%,N/A,$0.94 ,12/23/2019,$0.19 ,3.61%,11.41,0.85,894,12.69%,39%,20%,1099,$25.24 ,$26.13 ,$25.72 ,$25.72 ,54.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.34,22.57%,72.99%,195.32,11.88%,5.03%
IHYD,Invesco Corporate Income Defensive ETF,Bond,"$12,916,145.00 ",0.21%,"1,067",$25.93 ,0.00%,No,No,0.21%,0.88%,11.19%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,High Yield Bonds,7/25/2018,0.23%,N/A,$1.21 ,12/23/2019,$0.20 ,4.68%,0,0.08,141,8.60%,39%,20%,1099,$25.67 ,$25.94 ,N/A,N/A,77.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.19,43.77%,8.72%,245.49,4.20%,2.79%
REEM,Invesco Emerging Markets Revenue ETF,Equity,"$12,892,375.00 ",0.08%,214,$25.50 ,-1.47%,No,No,0.27%,6.14%,12.75%,N/A,N/A,$0.00 ,$0.00 ,"($2,481,999.00)","$101,109.00 ","$182,230.00 ","$182,230.00 ",Emerging Markets Equities,7/11/2017,0.46%,N/A,$0.94 ,12/23/2019,$0.21 ,3.65%,10.32,0.81,1222,20.96%,39%,20%,1099,$23.78 ,$26.07 ,$25.47 ,$25.55 ,63.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.41,7.12%,11.21%,483.11,3.66%,2.62%
TTAI,TrimTabs All Cap International Free-Cash-Flow ETF,Equity,"$12,856,207.00 ",-0.39%,844,$27.02 ,-0.95%,No,No,0.03%,2.42%,25.34%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$613,125.00 ","$10,279,872.50 ","$10,279,872.50 ",Foreign Large Cap Equities,6/28/2017,0.61%,N/A,$0.51 ,12/30/2019,$0.52 ,1.90%,21.34,0.83,86,16.32%,39%,20%,1099,$26.13 ,$27.41 ,$26.95 ,$27.10 ,63.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.98,95.27%,96.01%,113.58,6.99%,7.69%
SPXE,ProShares S&P 500 Ex-Energy ETF,Equity,"$12,733,957.00 ",0.58%,"1,647",$68.97 ,-0.48%,No,No,0.05%,3.02%,35.85%,57.31%,N/A,$0.00 ,$0.00 ,"$685,554.00 ","$4,097,334.70 ","$336,064.20 ","$4,439,314.20 ",Large Cap Growth Equities,9/22/2015,0.27%,N/A,$1.21 ,12/24/2019,$0.23 ,1.75%,22.27,0.95,477,23.88%,39%,20%,1099,$66.25 ,$69.66 ,$68.92 ,$69.04 ,67.82,N/A,B,B+,N/A,N/A,C+,N/A,5.68,57.66%,54.64%,170.54,12.39%,5.34%
CHGX,Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free ETF,Equity,"$12,730,575.00 ",-0.05%,"2,922",$23.27 ,-0.26%,No,No,-0.09%,2.93%,35.57%,N/A,N/A,$0.00 ,$0.00 ,"($19,910.00)","$6,395,100.00 ","$10,106,765.00 ","$10,106,765.00 ",Large Cap Growth Equities,10/6/2017,0.49%,N/A,$0.41 ,12/23/2019,$0.20 ,1.79%,19.88,1.05,101,10.60%,39%,20%,1099,$22.38 ,$23.59 ,$23.16 ,$23.36 ,68.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.24,85.86%,70.79%,32.48,0.00%,3.21%
IBHE,iShares iBonds 2025 Term High Yield and Income ETF,Bond,"$12,719,575.00 ",0.29%,"1,903",$25.50 ,-0.12%,No,No,0.23%,1.66%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,475,080.00 ","$2,475,080.00 ","$2,475,080.00 ",High Yield Bonds,5/7/2019,0.35%,N/A,$0.95 ,12/19/2019,$0.12 ,3.73%,0,0.48,228,14.77%,39%,20%,1099,$25.05 ,$25.62 ,$25.50 ,$25.51 ,70.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.18,0.00%,8.69%,259.15,6.42%,3.77%
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,Bond,"$12,713,765.00 ",0.17%,"13,720",$25.48 ,-0.08%,No,No,0.06%,1.25%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$7,518,380.00 ","$7,518,380.00 ","$7,518,380.00 ",High Yield Bonds,9/12/2019,0.42%,N/A,$0.31 ,12/23/2019,$0.11 ,1.20%,0,0.34,50,33.87%,39%,20%,1099,$25.11 ,$25.61 ,$25.46 ,$25.50 ,72.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.85,89.97%,16.30%,514.18,10.37%,6.94%
IBHD,iShares iBonds 2024 Term High Yield and Income ETF,Bond,"$12,684,537.00 ",0.26%,"4,473",$25.42 ,-0.04%,No,No,0.29%,1.54%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,478,894.00 ","$2,478,894.00 ","$2,478,894.00 ",High Yield Bonds,5/7/2019,0.35%,N/A,$0.91 ,12/19/2019,$0.12 ,3.59%,0,0.42,193,16.14%,39%,20%,1099,$24.98 ,$25.51 ,$25.41 ,$25.44 ,73.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.42,0.00%,11.34%,321.76,4.22%,2.49%
QLV,FlexShares US Quality Low Volatility Index Fund,Equity,"$12,678,544.00 ",0.44%,"4,602",$42.32 ,-0.05%,No,No,0.07%,2.08%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$6,288,722.00 ","$8,304,768.00 ","$8,304,768.00 ","$8,304,768.00 ",Volatility Hedged Equity,7/15/2019,0.22%,N/A,$0.24 ,12/20/2019,$0.16 ,0.58%,22.71,0.73,137,30.29%,39%,20%,1099,$41.10 ,$42.57 ,$42.27 ,$42.38 ,68.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.31,34.45%,45.21%,260.55,7.73%,3.78%
VQT,Barclays ETN+ S&P VEQTOR ETN,Equity,"$12,660,843.00 ",0.93%,519,$167.54 ,0.12%,No,No,0.42%,2.93%,9.87%,22.64%,9.56%,$0.00 ,$0.00 ,$0.00 ,"($28,798,557.58)","($215,678,160.12)","($704,446,692.22)",Hedge Fund,9/1/2010,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,0.6,505,22.86%,35%,15%,1099,$161.28 ,$168.58 ,$167.54 ,$167.54 ,66.5,A-,B+,C,C,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IHYV,Invesco Corporate Income Value ETF,Bond,"$12,518,915.00 ",0.37%,"2,130",$25.14 ,0.08%,No,No,0.33%,2.46%,14.54%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,High Yield Bonds,7/25/2018,0.23%,N/A,$1.74 ,12/23/2019,$0.12 ,6.97%,0,0.31,155,9.39%,39%,20%,1099,$24.44 ,$25.28 ,$25.12 ,$25.15 ,81.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.9,11.25%,6.49%,232.37,6.19%,2.02%
